,date,open,high,low,close,adj_close,volume,symbol
18,2018-01-29,2867.22998046875,2870.6201171875,2851.47998046875,2853.53002929687,2853.53002929687,3587420000,^GSPC
19,2018-01-30,2832.73999023437,2837.75,2818.27001953125,2822.42993164063,2822.42993164063,4012070000,^GSPC
20,2018-01-31,2832.40991210937,2839.26000976562,2813.0400390625,2823.81005859375,2823.81005859375,4276270000,^GSPC
21,2018-02-01,2816.44995117187,2835.9599609375,2812.69995117187,2821.97998046875,2821.97998046875,3977380000,^GSPC
22,2018-02-02,2808.919921875,2808.919921875,2759.96997070312,2762.1298828125,2762.1298828125,4340220000,^GSPC
23,2018-02-05,2741.06005859375,2763.38989257812,2638.169921875,2648.93994140625,2648.93994140625,5310840000,^GSPC
24,2018-02-06,2614.78002929687,2701.0400390625,2593.07006835937,2695.13989257812,2695.13989257812,5917350000,^GSPC
25,2018-02-07,2690.94995117187,2727.669921875,2681.330078125,2681.65991210937,2681.65991210937,4646300000,^GSPC
26,2018-02-08,2685.01000976562,2685.27001953125,2580.56005859375,2581,2581,5333840000,^GSPC
27,2018-02-09,2601.78002929687,2638.669921875,2532.68994140625,2619.55004882812,2619.55004882812,5690110000,^GSPC
28,2018-02-12,2636.75,2672.61010742187,2622.44995117187,2656,2656,4069220000,^GSPC
29,2018-02-13,2646.27001953125,2668.84008789062,2637.080078125,2662.93994140625,2662.93994140625,3503540000,^GSPC
30,2018-02-14,2651.2099609375,2702.10009765625,2648.8701171875,2698.6298828125,2698.6298828125,4011940000,^GSPC
31,2018-02-15,2713.4599609375,2731.51000976562,2689.82006835938,2731.19995117188,2731.19995117188,3696140000,^GSPC
32,2018-02-16,2727.13989257812,2754.419921875,2725.11010742187,2732.21997070313,2732.21997070313,3646920000,^GSPC
33,2018-02-20,2722.98999023437,2737.60009765625,2706.76000976562,2716.26000976562,2716.26000976562,3646920000,^GSPC
34,2018-02-21,2720.53002929687,2747.75,2701.2900390625,2701.330078125,2701.330078125,3789040000,^GSPC
35,2018-02-22,2710.419921875,2731.26000976562,2697.77001953125,2703.9599609375,2703.9599609375,3720620000,^GSPC
36,2018-02-23,2715.80004882812,2747.76000976563,2713.73999023437,2747.30004882813,2747.30004882813,3200360000,^GSPC
37,2018-02-26,2757.3701171875,2780.63989257812,2753.78002929687,2779.60009765625,2779.60009765625,3436590000,^GSPC
38,2018-02-27,2780.44995117187,2789.14990234375,2744.21997070313,2744.28002929687,2744.28002929687,3752070000,^GSPC
39,2018-02-28,2753.78002929687,2761.52001953125,2713.5400390625,2713.830078125,2713.830078125,4244570000,^GSPC
40,2018-03-01,2715.21997070312,2730.88989257812,2659.64990234375,2677.669921875,2677.669921875,4514490000,^GSPC
41,2018-03-02,2658.88989257812,2696.25,2647.32006835938,2691.25,2691.25,3891250000,^GSPC
42,2018-03-05,2681.06005859375,2728.09008789062,2675.75,2720.93994140625,2720.93994140625,3733640000,^GSPC
43,2018-03-06,2730.17993164062,2732.080078125,2711.26000976562,2728.1201171875,2728.1201171875,3389030000,^GSPC
44,2018-03-07,2710.17993164063,2730.60009765625,2701.73999023437,2726.80004882812,2726.80004882812,3406690000,^GSPC
45,2018-03-08,2732.75,2740.44995117187,2722.64990234375,2738.96997070312,2738.96997070312,3206040000,^GSPC
46,2018-03-09,2752.90991210937,2786.57006835937,2751.5400390625,2786.57006835937,2786.57006835937,3376870000,^GSPC
47,2018-03-12,2790.5400390625,2796.97998046875,2779.26000976562,2783.02001953125,2783.02001953125,3216960000,^GSPC
48,2018-03-13,2792.31005859375,2801.89990234375,2758.67993164062,2765.31005859375,2765.31005859375,3324290000,^GSPC
49,2018-03-14,2774.06005859375,2777.11010742187,2744.3798828125,2749.47998046875,2749.47998046875,3394630000,^GSPC
50,2018-03-15,2754.27001953125,2763.03002929687,2741.46997070312,2747.330078125,2747.330078125,3543710000,^GSPC
51,2018-03-16,2750.57006835937,2761.85009765625,2749.96997070312,2752.01000976562,2752.01000976562,5429140000,^GSPC
52,2018-03-19,2741.3798828125,2741.3798828125,2694.59008789062,2712.919921875,2712.919921875,3327460000,^GSPC
53,2018-03-20,2715.05004882812,2724.21997070313,2710.05004882812,2716.93994140625,2716.93994140625,3272590000,^GSPC
54,2018-03-21,2714.98999023437,2739.13989257812,2709.7900390625,2711.92993164063,2711.92993164063,3434780000,^GSPC
55,2018-03-22,2691.36010742187,2695.67993164062,2641.59008789062,2643.68994140625,2643.68994140625,3765460000,^GSPC
56,2018-03-23,2646.7099609375,2657.669921875,2585.88989257812,2588.26000976563,2588.26000976563,3829380000,^GSPC
57,2018-03-26,2619.35009765625,2661.36010742188,2601.81005859375,2658.55004882812,2658.55004882812,3538080000,^GSPC
58,2018-03-27,2667.57006835937,2674.78002929687,2596.1201171875,2612.6201171875,2612.6201171875,3761320000,^GSPC
59,2018-03-28,2611.30004882812,2632.64990234375,2593.06005859375,2605,2605,3875720000,^GSPC
60,2018-03-29,2614.40991210937,2659.07006835937,2609.71997070312,2640.8701171875,2640.8701171875,3572360000,^GSPC
61,2018-04-02,2633.44995117188,2638.30004882813,2553.80004882812,2581.8798828125,2581.8798828125,3635780000,^GSPC
62,2018-04-03,2592.169921875,2619.13989257812,2575.48999023437,2614.44995117187,2614.44995117187,3395840000,^GSPC
63,2018-04-04,2584.0400390625,2649.86010742187,2573.61010742187,2644.68994140625,2644.68994140625,3369230000,^GSPC
64,2018-04-05,2657.36010742188,2672.080078125,2649.580078125,2662.84008789062,2662.84008789062,3230430000,^GSPC
65,2018-04-06,2645.82006835937,2656.8798828125,2586.27001953125,2604.46997070312,2604.46997070312,3312390000,^GSPC
66,2018-04-09,2617.17993164062,2653.55004882813,2610.7900390625,2613.15991210938,2613.15991210938,3076140000,^GSPC
67,2018-04-10,2638.40991210937,2665.44995117188,2635.78002929688,2656.8701171875,2656.8701171875,3579130000,^GSPC
68,2018-04-11,2643.88989257812,2661.42993164063,2639.25,2642.18994140625,2642.18994140625,3054520000,^GSPC
69,2018-04-12,2653.830078125,2674.71997070312,2653.830078125,2663.98999023437,2663.98999023437,3045330000,^GSPC
70,2018-04-13,2676.89990234375,2680.26000976562,2645.05004882812,2656.30004882812,2656.30004882812,2988540000,^GSPC
71,2018-04-16,2670.10009765625,2686.48999023437,2665.15991210938,2677.84008789063,2677.84008789063,3020740000,^GSPC
72,2018-04-17,2692.73999023437,2713.34008789062,2692.05004882813,2706.38989257812,2706.38989257812,3286190000,^GSPC
73,2018-04-18,2710.11010742188,2717.48999023437,2703.6298828125,2708.63989257812,2708.63989257812,3412030000,^GSPC
74,2018-04-19,2701.15991210937,2702.84008789063,2681.89990234375,2693.1298828125,2693.1298828125,3375120000,^GSPC
75,2018-04-20,2692.56005859375,2693.93994140625,2660.61010742187,2670.13989257812,2670.13989257812,3428260000,^GSPC
76,2018-04-23,2675.39990234375,2682.86010742188,2657.98999023437,2670.2900390625,2670.2900390625,3030390000,^GSPC
77,2018-04-24,2680.80004882813,2683.55004882812,2617.32006835937,2634.56005859375,2634.56005859375,3716020000,^GSPC
78,2018-04-25,2634.919921875,2645.30004882812,2612.669921875,2639.39990234375,2639.39990234375,3563680000,^GSPC
79,2018-04-26,2651.64990234375,2676.47998046875,2647.15991210937,2666.93994140625,2666.93994140625,3690920000,^GSPC
80,2018-04-27,2675.46997070312,2677.35009765625,2659.01000976562,2669.90991210937,2669.90991210937,3234510000,^GSPC
81,2018-04-30,2682.51000976562,2682.8701171875,2648.0400390625,2648.05004882812,2648.05004882812,3749510000,^GSPC
82,2018-05-01,2642.9599609375,2655.27001953125,2625.40991210937,2654.80004882812,2654.80004882812,3562820000,^GSPC
83,2018-05-02,2654.23999023437,2660.8701171875,2631.69995117187,2635.669921875,2635.669921875,4047020000,^GSPC
84,2018-05-03,2628.080078125,2637.13989257812,2594.6201171875,2629.72998046875,2629.72998046875,3867530000,^GSPC
85,2018-05-04,2621.44995117188,2670.92993164063,2615.32006835938,2663.419921875,2663.419921875,3335260000,^GSPC
86,2018-05-07,2680.34008789063,2683.35009765625,2664.69995117188,2672.6298828125,2672.6298828125,3266810000,^GSPC
87,2018-05-08,2670.26000976562,2676.34008789063,2655.19995117188,2671.919921875,2671.919921875,3745100000,^GSPC
88,2018-05-09,2678.1201171875,2701.27001953125,2674.13989257812,2697.7900390625,2697.7900390625,3913650000,^GSPC
89,2018-05-10,2705.02001953125,2726.11010742188,2704.5400390625,2723.07006835937,2723.07006835937,3380640000,^GSPC
90,2018-05-11,2722.69995117187,2732.86010742187,2717.44995117187,2727.71997070312,2727.71997070312,2874850000,^GSPC
91,2018-05-14,2738.46997070312,2742.10009765625,2725.46997070312,2730.1298828125,2730.1298828125,2994360000,^GSPC
92,2018-05-15,2718.59008789062,2718.59008789062,2701.90991210937,2711.44995117187,2711.44995117187,3291190000,^GSPC
93,2018-05-16,2712.6201171875,2727.76000976563,2712.169921875,2722.4599609375,2722.4599609375,3248480000,^GSPC
94,2018-05-17,2719.7099609375,2731.9599609375,2711.36010742187,2720.1298828125,2720.1298828125,3478150000,^GSPC
95,2018-05-18,2717.35009765625,2719.5,2709.17993164062,2712.96997070313,2712.96997070313,3383270000,^GSPC
96,2018-05-21,2735.38989257812,2739.18994140625,2725.69995117188,2733.01000976562,2733.01000976562,3053480000,^GSPC
97,2018-05-22,2738.34008789062,2742.23999023437,2721.8798828125,2724.43994140625,2724.43994140625,3384140000,^GSPC
98,2018-05-23,2713.97998046875,2733.330078125,2709.5400390625,2733.2900390625,2733.2900390625,3333160000,^GSPC
99,2018-05-24,2730.93994140625,2731.96997070312,2707.3798828125,2727.76000976563,2727.76000976563,3285750000,^GSPC
100,2018-05-25,2723.60009765625,2727.36010742187,2714.98999023437,2721.330078125,2721.330078125,3015260000,^GSPC
101,2018-05-29,2705.11010742187,2710.669921875,2676.81005859375,2689.86010742187,2689.86010742187,3743310000,^GSPC
102,2018-05-30,2702.42993164062,2729.34008789062,2702.42993164062,2724.01000976562,2724.01000976562,3566490000,^GSPC
103,2018-05-31,2720.97998046875,2722.5,2700.67993164063,2705.27001953125,2705.27001953125,4241100000,^GSPC
104,2018-06-01,2718.69995117187,2736.92993164062,2718.69995117187,2734.6201171875,2734.6201171875,3694310000,^GSPC
105,2018-06-04,2741.669921875,2749.15991210937,2740.5400390625,2746.8701171875,2746.8701171875,3410090000,^GSPC
106,2018-06-05,2748.4599609375,2752.61010742188,2739.51000976562,2748.80004882812,2748.80004882812,3523550000,^GSPC
107,2018-06-06,2753.25,2772.38989257813,2748.4599609375,2772.35009765625,2772.35009765625,3662780000,^GSPC
108,2018-06-07,2774.84008789063,2779.89990234375,2760.15991210937,2770.3701171875,2770.3701171875,3742080000,^GSPC
109,2018-06-08,2765.84008789062,2779.38989257812,2763.59008789063,2779.03002929687,2779.03002929687,3138850000,^GSPC
110,2018-06-11,2780.17993164062,2790.2099609375,2780.169921875,2782,2782,3262130000,^GSPC
111,2018-06-12,2785.60009765625,2789.80004882813,2778.78002929687,2786.85009765625,2786.85009765625,3435700000,^GSPC
112,2018-06-13,2787.93994140625,2791.46997070313,2774.64990234375,2775.6298828125,2775.6298828125,3820770000,^GSPC
113,2018-06-14,2783.2099609375,2789.06005859375,2776.52001953125,2782.48999023437,2782.48999023437,3540930000,^GSPC
114,2018-06-15,2777.78002929687,2782.81005859375,2761.72998046875,2779.65991210937,2779.65991210937,5451990000,^GSPC
115,2018-06-18,2765.7900390625,2774.98999023437,2757.1201171875,2773.75,2773.75,3316120000,^GSPC
116,2018-06-19,2752.01000976562,2765.05004882812,2743.18994140625,2762.59008789062,2762.59008789062,3671160000,^GSPC
117,2018-06-20,2769.72998046875,2774.86010742187,2763.90991210937,2767.32006835937,2767.32006835937,3332140000,^GSPC
118,2018-06-21,2769.28002929687,2769.28002929687,2744.38989257813,2749.76000976562,2749.76000976562,3336580000,^GSPC
119,2018-06-22,2760.7900390625,2764.169921875,2752.67993164063,2754.8798828125,2754.8798828125,5468110000,^GSPC
120,2018-06-25,2742.93994140625,2742.93994140625,2698.669921875,2717.07006835938,2717.07006835938,3663280000,^GSPC
121,2018-06-26,2722.1201171875,2732.90991210937,2715.60009765625,2723.06005859375,2723.06005859375,3568900000,^GSPC
122,2018-06-27,2728.44995117187,2746.09008789063,2699.3798828125,2699.6298828125,2699.6298828125,3803990000,^GSPC
123,2018-06-28,2698.68994140625,2724.34008789063,2691.98999023437,2716.31005859375,2716.31005859375,3461100000,^GSPC
124,2018-06-29,2727.1298828125,2743.26000976562,2718.03002929687,2718.3701171875,2718.3701171875,3586800000,^GSPC
125,2018-07-02,2704.94995117187,2727.26000976562,2698.94995117187,2726.7099609375,2726.7099609375,3095040000,^GSPC
126,2018-07-03,2733.27001953125,2736.580078125,2711.15991210937,2713.21997070312,2713.21997070312,1911460000,^GSPC
127,2018-07-05,2724.18994140625,2737.830078125,2716.02001953125,2736.61010742188,2736.61010742188,2980160000,^GSPC
128,2018-07-06,2737.67993164062,2764.40991210937,2733.52001953125,2759.82006835937,2759.82006835937,2590250000,^GSPC
129,2018-07-09,2775.6201171875,2784.64990234375,2770.72998046875,2784.169921875,2784.169921875,3070060000,^GSPC
130,2018-07-10,2788.56005859375,2795.580078125,2786.23999023437,2793.84008789062,2793.84008789062,3080140000,^GSPC
131,2018-07-11,2779.82006835937,2785.90991210937,2770.77001953125,2774.02001953125,2774.02001953125,2986180000,^GSPC
132,2018-07-12,2783.13989257812,2799.21997070312,2781.53002929688,2798.2900390625,2798.2900390625,2834230000,^GSPC
133,2018-07-13,2796.92993164062,2804.53002929687,2791.68994140625,2801.31005859375,2801.31005859375,2619790000,^GSPC
134,2018-07-16,2797.36010742187,2801.18994140625,2793.38989257812,2798.42993164063,2798.42993164063,2819860000,^GSPC
135,2018-07-17,2789.34008789063,2814.18994140625,2789.23999023438,2809.55004882812,2809.55004882812,3064920000,^GSPC
136,2018-07-18,2811.35009765625,2816.76000976563,2805.88989257812,2815.6201171875,2815.6201171875,3111560000,^GSPC
137,2018-07-19,2809.3701171875,2812.05004882812,2799.77001953125,2804.48999023438,2804.48999023438,3278360000,^GSPC
138,2018-07-20,2804.55004882812,2809.69995117188,2800.01000976563,2801.830078125,2801.830078125,3243250000,^GSPC
139,2018-07-23,2799.169921875,2808.61010742187,2795.13989257812,2806.97998046875,2806.97998046875,2928490000,^GSPC
140,2018-07-24,2820.67993164062,2829.98999023437,2811.1201171875,2820.39990234375,2820.39990234375,3430410000,^GSPC
141,2018-07-25,2817.72998046875,2848.03002929688,2817.72998046875,2846.07006835937,2846.07006835937,3584400000,^GSPC
142,2018-07-26,2835.48999023437,2845.57006835937,2835.26000976562,2837.43994140625,2837.43994140625,3667290000,^GSPC
143,2018-07-27,2842.35009765625,2843.169921875,2808.34008789062,2818.82006835938,2818.82006835938,3434370000,^GSPC
144,2018-07-30,2819,2821.73999023437,2798.11010742187,2802.60009765625,2802.60009765625,3261190000,^GSPC
145,2018-07-31,2809.72998046875,2824.4599609375,2808.06005859375,2816.2900390625,2816.2900390625,3906890000,^GSPC
146,2018-08-01,2821.169921875,2825.830078125,2805.85009765625,2813.36010742187,2813.36010742187,3501350000,^GSPC
147,2018-08-02,2800.47998046875,2829.90991210937,2796.34008789062,2827.21997070312,2827.21997070312,3501380000,^GSPC
148,2018-08-03,2829.6201171875,2840.3798828125,2827.3701171875,2840.35009765625,2840.35009765625,3043690000,^GSPC
149,2018-08-06,2840.2900390625,2853.2900390625,2835.97998046875,2850.39990234375,2850.39990234375,2879020000,^GSPC
150,2018-08-07,2855.919921875,2863.42993164062,2855.919921875,2858.44995117187,2858.44995117187,3185440000,^GSPC
151,2018-08-08,2856.7900390625,2862.43994140625,2853.09008789062,2857.69995117187,2857.69995117187,2978070000,^GSPC
152,2018-08-09,2857.18994140625,2862.47998046875,2851.97998046875,2853.580078125,2853.580078125,3066180000,^GSPC
153,2018-08-10,2838.89990234375,2842.19995117187,2825.81005859375,2833.28002929687,2833.28002929687,3265590000,^GSPC
154,2018-08-13,2835.4599609375,2843.39990234375,2819.8798828125,2821.92993164062,2821.92993164062,3173630000,^GSPC
155,2018-08-14,2827.8798828125,2843.11010742188,2826.580078125,2839.9599609375,2839.9599609375,2986500000,^GSPC
156,2018-08-15,2827.94995117187,2827.94995117187,2802.48999023437,2818.3701171875,2818.3701171875,3656680000,^GSPC
157,2018-08-16,2831.43994140625,2850.48999023437,2831.43994140625,2840.68994140625,2840.68994140625,3232000000,^GSPC
158,2018-08-17,2838.32006835937,2855.6298828125,2833.72998046875,2850.1298828125,2850.1298828125,3037640000,^GSPC
159,2018-08-20,2853.92993164063,2859.76000976562,2850.6201171875,2857.05004882813,2857.05004882813,2757150000,^GSPC
160,2018-08-21,2861.51000976563,2873.22998046875,2861.32006835937,2862.9599609375,2862.9599609375,3174010000,^GSPC
161,2018-08-22,2860.98999023437,2867.5400390625,2856.05004882812,2861.82006835937,2861.82006835937,2701250000,^GSPC
162,2018-08-23,2860.2900390625,2868.78002929687,2854.03002929687,2856.97998046875,2856.97998046875,2724450000,^GSPC
163,2018-08-24,2862.35009765625,2876.15991210937,2862.35009765625,2874.68994140625,2874.68994140625,2603010000,^GSPC
164,2018-08-27,2884.68994140625,2898.25,2884.68994140625,2896.73999023438,2896.73999023438,2865070000,^GSPC
165,2018-08-28,2901.44995117187,2903.77001953125,2893.5,2897.52001953125,2897.52001953125,2687770000,^GSPC
166,2018-08-29,2900.6201171875,2916.5,2898.39990234375,2914.0400390625,2914.0400390625,2805520000,^GSPC
167,2018-08-30,2908.93994140625,2912.4599609375,2895.21997070312,2901.1298828125,2901.1298828125,2810450000,^GSPC
168,2018-08-31,2898.3701171875,2906.32006835937,2891.72998046875,2901.52001953125,2901.52001953125,2887220000,^GSPC
169,2018-09-04,2896.9599609375,2900.17993164063,2885.1298828125,2896.71997070312,2896.71997070312,3087420000,^GSPC
170,2018-09-05,2891.59008789062,2894.2099609375,2876.919921875,2888.60009765625,2888.60009765625,3248780000,^GSPC
171,2018-09-06,2888.63989257813,2892.05004882812,2867.2900390625,2878.05004882812,2878.05004882812,3144240000,^GSPC
172,2018-09-07,2868.26000976562,2883.81005859375,2864.1201171875,2871.67993164062,2871.67993164062,2976580000,^GSPC
173,2018-09-10,2881.38989257813,2886.92993164062,2875.93994140625,2877.1298828125,2877.1298828125,2751100000,^GSPC
174,2018-09-11,2871.57006835937,2892.52001953125,2866.78002929687,2887.88989257813,2887.88989257813,2904500000,^GSPC
175,2018-09-12,2888.2900390625,2894.64990234375,2879.19995117187,2888.919921875,2888.919921875,3341280000,^GSPC
176,2018-09-13,2896.85009765625,2906.76000976562,2896.38989257812,2904.17993164063,2904.17993164063,3274090000,^GSPC
177,2018-09-14,2906.3798828125,2908.30004882813,2895.77001953125,2904.97998046875,2904.97998046875,3179410000,^GSPC
178,2018-09-17,2903.830078125,2904.64990234375,2886.15991210937,2888.80004882812,2888.80004882812,2967980000,^GSPC
179,2018-09-18,2890.73999023437,2911.169921875,2890.42993164062,2904.31005859375,2904.31005859375,3091190000,^GSPC
180,2018-09-19,2906.60009765625,2912.36010742187,2903.82006835938,2907.94995117187,2907.94995117187,3302460000,^GSPC
181,2018-09-20,2919.72998046875,2934.80004882813,2919.72998046875,2930.75,2930.75,3406520000,^GSPC
182,2018-09-21,2936.76000976562,2940.90991210937,2927.11010742187,2929.669921875,2929.669921875,5652470000,^GSPC
183,2018-09-24,2921.830078125,2923.7900390625,2912.6298828125,2919.3701171875,2919.3701171875,3392030000,^GSPC
184,2018-09-25,2921.75,2923.94995117187,2913.69995117187,2915.56005859375,2915.56005859375,3330880000,^GSPC
185,2018-09-26,2916.97998046875,2931.14990234375,2903.28002929687,2905.96997070312,2905.96997070312,3417540000,^GSPC
186,2018-09-27,2911.64990234375,2927.21997070312,2909.27001953125,2914,2914,3101360000,^GSPC
187,2018-09-28,2910.03002929688,2920.53002929687,2907.5,2913.97998046875,2913.97998046875,3461680000,^GSPC
188,2018-10-01,2926.2900390625,2937.06005859375,2917.90991210937,2924.59008789062,2924.59008789062,3375890000,^GSPC
189,2018-10-02,2923.80004882812,2931.419921875,2919.3701171875,2923.42993164063,2923.42993164063,3432620000,^GSPC
190,2018-10-03,2931.68994140625,2939.86010742187,2921.36010742187,2925.51000976562,2925.51000976562,3625510000,^GSPC
191,2018-10-04,2919.35009765625,2919.78002929687,2883.919921875,2901.61010742188,2901.61010742188,3510370000,^GSPC
192,2018-10-05,2902.5400390625,2909.63989257812,2869.2900390625,2885.57006835937,2885.57006835937,3340820000,^GSPC
193,2018-10-08,2877.53002929687,2889.44995117187,2862.080078125,2884.42993164062,2884.42993164062,3381820000,^GSPC
194,2018-10-09,2882.51000976562,2894.830078125,2874.27001953125,2880.34008789062,2880.34008789062,3531690000,^GSPC
195,2018-10-10,2873.89990234375,2874.02001953125,2784.86010742187,2785.67993164062,2785.67993164062,4554260000,^GSPC
196,2018-10-11,2776.8701171875,2795.13989257812,2710.51000976562,2728.3701171875,2728.3701171875,4914090000,^GSPC
197,2018-10-12,2770.5400390625,2775.77001953125,2729.43994140625,2767.1298828125,2767.1298828125,4024010000,^GSPC
198,2018-10-15,2763.830078125,2775.98999023437,2749.03002929687,2750.7900390625,2750.7900390625,3327160000,^GSPC
199,2018-10-16,2767.05004882812,2813.4599609375,2766.90991210938,2809.919921875,2809.919921875,3460260000,^GSPC
200,2018-10-17,2811.669921875,2816.93994140625,2781.81005859375,2809.2099609375,2809.2099609375,3347090000,^GSPC
201,2018-10-18,2802,2806.0400390625,2755.17993164063,2768.78002929688,2768.78002929688,3639300000,^GSPC
202,2018-10-19,2775.65991210937,2797.77001953125,2760.27001953125,2767.78002929687,2767.78002929687,3593940000,^GSPC
203,2018-10-22,2773.93994140625,2778.93994140625,2749.21997070312,2755.8798828125,2755.8798828125,3331270000,^GSPC
204,2018-10-23,2721.03002929687,2753.59008789062,2691.42993164062,2740.68994140625,2740.68994140625,4373710000,^GSPC
205,2018-10-24,2737.8701171875,2742.59008789062,2651.88989257812,2656.10009765625,2656.10009765625,4738670000,^GSPC
206,2018-10-25,2674.8798828125,2722.69995117187,2667.84008789062,2705.57006835937,2705.57006835937,4663930000,^GSPC
207,2018-10-26,2667.86010742187,2692.3798828125,2628.15991210937,2658.68994140625,2658.68994140625,4804330000,^GSPC
208,2018-10-29,2682.64990234375,2706.85009765625,2603.5400390625,2641.25,2641.25,4701260000,^GSPC
209,2018-10-30,2640.67993164062,2685.42993164063,2635.34008789062,2682.6298828125,2682.6298828125,5125600000,^GSPC
210,2018-10-31,2705.60009765625,2736.68994140625,2705.60009765625,2711.73999023437,2711.73999023437,5133380000,^GSPC
211,2018-11-01,2717.580078125,2741.669921875,2708.85009765625,2740.3701171875,2740.3701171875,4730250000,^GSPC
212,2018-11-02,2745.44995117187,2756.55004882812,2700.43994140625,2723.06005859375,2723.06005859375,4261230000,^GSPC
213,2018-11-05,2726.3701171875,2744.27001953125,2717.93994140625,2738.31005859375,2738.31005859375,3650910000,^GSPC
214,2018-11-06,2738.39990234375,2756.82006835937,2737.080078125,2755.44995117187,2755.44995117187,3543800000,^GSPC
215,2018-11-07,2774.1298828125,2815.14990234375,2774.1298828125,2813.88989257812,2813.88989257812,3929080000,^GSPC
216,2018-11-08,2806.3798828125,2814.75,2794.98999023437,2806.830078125,2806.830078125,3673550000,^GSPC
217,2018-11-09,2794.10009765625,2794.10009765625,2764.23999023437,2781.01000976562,2781.01000976562,4029030000,^GSPC
218,2018-11-12,2773.92993164062,2775.98999023437,2722,2726.21997070312,2726.21997070312,3701570000,^GSPC
219,2018-11-13,2730.05004882812,2754.60009765625,2714.97998046875,2722.17993164063,2722.17993164063,4112820000,^GSPC
220,2018-11-14,2737.89990234375,2746.80004882812,2685.75,2701.580078125,2701.580078125,4449060000,^GSPC
221,2018-11-15,2693.52001953125,2735.3798828125,2670.75,2730.19995117187,2730.19995117187,4204960000,^GSPC
222,2018-11-16,2718.5400390625,2746.75,2712.15991210937,2736.27001953125,2736.27001953125,3996970000,^GSPC
223,2018-11-19,2730.73999023438,2733.15991210937,2681.09008789063,2690.72998046875,2690.72998046875,3806940000,^GSPC
224,2018-11-20,2654.60009765625,2669.43994140625,2631.52001953125,2641.88989257813,2641.88989257813,4370820000,^GSPC
225,2018-11-21,2657.73999023437,2670.72998046875,2649.82006835937,2649.92993164062,2649.92993164062,3237400000,^GSPC
226,2018-11-23,2633.36010742187,2647.55004882812,2631.09008789062,2632.56005859375,2632.56005859375,1651680000,^GSPC
227,2018-11-26,2649.96997070312,2674.35009765625,2649.96997070312,2673.44995117187,2673.44995117187,3523520000,^GSPC
228,2018-11-27,2663.75,2682.53002929687,2655.88989257812,2682.169921875,2682.169921875,3494380000,^GSPC
229,2018-11-28,2691.44995117187,2744,2684.3798828125,2743.7900390625,2743.7900390625,3984540000,^GSPC
230,2018-11-29,2736.96997070313,2753.75,2722.93994140625,2737.80004882812,2737.80004882812,3599200000,^GSPC
231,2018-11-30,2737.76000976562,2760.8798828125,2732.76000976562,2760.169921875,2760.169921875,4668310000,^GSPC
232,2018-12-03,2790.5,2800.17993164062,2773.3798828125,2790.3701171875,2790.3701171875,4221580000,^GSPC
233,2018-12-04,2782.42993164063,2785.92993164062,2697.17993164062,2700.06005859375,2700.06005859375,4515710000,^GSPC
234,2018-12-06,2663.51000976562,2696.14990234375,2621.53002929687,2695.94995117188,2695.94995117188,5180430000,^GSPC
235,2018-12-07,2691.26000976562,2708.5400390625,2623.13989257812,2633.080078125,2633.080078125,4242240000,^GSPC
