,open_time,open,high,low,close,volume,close_time,quote_vol,trades,taker_buy_base,taker_buy_quote,ignore,symbol,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_kama,others_dr,others_dlr,others_cr,morningstar,hammer,piercing,3soldiers,engulfing,sma200,sma50,ema200,ema50,slope,slope_obv,slope_rsi
0,2017-08-17 00:00:00.000,4261.48,4485.39,4200.74,4285.08,795.150377,2017-08-17 23:59:59.999,3454770.05073206,3427,616.248541,2678216.40060401,0,BTCUSDT,-323.9542920101529,795.150377,,,,,-526.1272589249614,,,1000.0,,,,,,0.0,0.0,,4608.386666666667,4039.086666666666,,0.432097898003396,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,4343.0650000000005,,0.0,0.0,0.0,,19874.142528680703,19634.674985829057,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-78.39814591819231,,0.0,0,0,0,0,0,,,4285.08,4285.08,,,
1,2017-08-18 00:00:00.000,4285.08,4371.52,3938.77,4108.37,1199.888264,2017-08-18 23:59:59.999,5086958.30617151,5233,972.86871,4129123.31651808,0,BTCUSDT,-583.340882644932,-404.7378869999999,,,-6777496075.251223,,-672.8646689579059,,,1000.0,,,,,,0.0,0.0,,4590.345,3872.945,,0.3281642040702537,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,4212.08,,0.0,0.0,0.0,,19874.142528680703,19634.674985829057,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-4.123843662195337,-4.2112865483654005,-4.123843662195337,0,0,0,0,0,,,4283.321691542288,4278.150196078432,,,
2,2017-08-19 00:00:00.000,4108.37,4184.69,3850.0,4139.98,381.309763,2017-08-19 23:59:59.999,1549483.73542151,2153,274.336042,1118001.87008735,0,BTCUSDT,-303.9066432860927,-23.42812399999991,,,-12095227155.251225,,-46.54770013605455,,,1007.6940489780616,,,,,,0.0,0.0,,4524.5344444444445,3823.141111111111,,0.4517278306355284,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,4167.695,,0.0,0.0,0.0,,19874.142528680703,19634.674985829057,,,,,4485.39,0.0,1.0,,,,,,,,,,,,,,,,0.7694048978061696,0.7664600737573579,-3.38616781950396,0,0,0,0,0,,,4281.895406054306,4272.731757016532,,,
3,2017-08-20 00:00:00.000,4120.98,4211.08,4032.62,4086.29,467.083022,2017-08-20 23:59:59.999,1930364.39032646,2321,376.795947,1557401.3337373,0,BTCUSDT,-490.0488853831449,-490.511146,,,3992858104.78464,,-3.12362569848942,,,1007.6940489780616,,,,,,0.0,0.0,,4465.514999999999,3850.24,,0.3836495875827887,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,4167.695,,0.0,0.0,0.0,,19874.142528680703,19634.674985829057,,,,,4472.6822,0.0,0.0,,,,,,,,,,,,,,,,-1.2968661684355842,-1.3053488973032046,-4.639119923081947,0,0,0,0,0,,,4279.949083606004,4265.420315564904,,,
4,2017-08-21 00:00:00.000,4069.13,4119.62,3911.79,4016.0,691.74306,2017-08-21 23:59:59.999,2797231.71402728,3972,557.356107,2255662.55315837,0,BTCUSDT,-488.085124591151,-1182.254206,,,-3189062041.330778,,-17.956406200783455,,,1007.6940489780616,,,,,,0.0,0.0,,4417.138666666667,3841.786666666667,,0.302794347344466,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,4167.695,,0.0,0.0,0.0,,19874.142528680703,19634.674985829057,,,,,4460.228556,0.0,0.0,,,,,,,,,,,,,,,,-1.7201422317065118,-1.7351085545220355,-6.279462693812022,0,0,0,0,0,,,4277.322724565149,4255.639126719221,,,
5,2017-08-22 00:00:00.000,4016.0,4104.82,3400.0,4040.0,966.684858,2017-08-22 23:59:59.999,3752505.77214051,6494,423.995181,1637188.36934226,0,BTCUSDT,300.79401706833715,-215.5693480000001,,,-19197112726.472435,,-6.121963366532612,,,1007.6940489780616,,,,,,0.0,0.0,,4439.797777777778,3725.3977777777777,,0.4403726514868732,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3942.695,,0.0,0.0,0.0,,19874.142528680703,19634.674985829057,,,,,4448.02398488,0.0,0.0,,,,,,,,,,,,,,,,0.5976095617529875,0.5958309583631305,-5.719379801543956,0,0,0,0,0,,,4274.961304420222,4247.182690377291,,,
6,2017-08-23 00:00:00.000,4040.0,4265.8,4013.89,4114.01,1001.136565,2017-08-23 23:59:59.999,4148686.46581968,8629,309.419092,1293567.09519463,0,BTCUSDT,95.44795572281868,785.5672169999999,,,9748794945.87236,,24.117129157201106,,,1007.6940489780616,,,,,,0.0,0.0,,4431.704285714286,3747.387142857143,,0.5357499238030822,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3942.695,,0.0,0.0,0.0,,19874.142528680703,19634.674985829057,,,,,4406.1030254848,0.0,0.0,,,,,,,,,,,,,,,,1.8319306930693056,1.8153529979107568,-3.9922241825123375,0,0,0,0,0,,,4273.359798903603,4241.9602319311225,,,
7,2017-08-24 00:00:00.000,4147.0,4371.68,4085.01,4316.01,787.418753,2017-08-24 23:59:59.999,3296476.41316476,6247,206.820412,868379.0641312,0,BTCUSDT,577.0404835893199,1572.98597,,,3221957173.783499,,57.00279244725941,,,1057.1723433656712,,,,,,0.0,0.0,,4445.770833333333,3775.325833333333,,0.8064556625325972,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3942.695,,0.0,0.0,0.0,,19874.142528680703,19634.674985829057,,,,3400.0,,1.0,0.0,,,,,,,,,,,,,,,,4.910051263852067,4.79331424011864,0.7218068274104539,0,0,0,0,0,,,4273.7841790140155,4244.8641444044115,,,
8,2017-08-25 00:00:00.000,4316.01,4453.91,4247.48,4280.68,573.61274,2017-08-25 23:59:59.999,2484637.34936327,6554,100.097974,434577.13574645,0,BTCUSDT,187.9352567221048,999.37323,,,4403094411.745444,,33.96718455642223,,,1048.518540688868,,,,,,0.0,0.0,,4455.55037037037,3813.725925925926,,0.7275417415400323,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,3942.695,,,3942.695,,0.0,0.0,0.0,,19874.142528680703,19634.674985829057,,,,3419.4336,,0.0,0.0,,,,,,,,,,,,,,,,-0.8185801237717172,-0.8219488874827263,-0.1026818635824655,0,0,0,0,0,,,4273.852794148204,4246.268687761101,,,
9,2017-08-26 00:00:00.000,4280.71,4367.0,4212.41,4337.44,228.108068,2017-08-26 23:59:59.999,977865.7333321,2260,56.190141,241363.80050245,0,BTCUSDT,328.807740401255,1227.481298,,,-4133323377.233626,,-1.6708637086779436,,,1062.4214515276833,,,,,,0.0,0.0,4151.736,4456.0160000000005,3847.456,14.657964764618969,0.8051531484159314,0.0,0.0,,,,,,304.2800000000001,,,,,,,,,,,,,,,,,,3926.955,,,3942.695,,0.0,0.0,0.0,,19874.142528680703,19634.674985829057,,,,3460.812656,,0.0,0.0,,,,,,,,,,,,,,,4337.44,1.3259575581449523,1.3172436845751534,1.2219141766314667,0,0,0,0,0,,,4274.485502664143,4249.844033339097,-4.59678186953506,160.58634257575756,
